2026-01-18 10:32:24.852 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 执行步骤|Executing step: COUNT
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-18 10:32:24.853 - INFO - 样本数量|Sample count: 181
2026-01-18 10:32:26.008 - INFO - 处理批次|Processing batch 3/46: 4 个样本|samples
2026-01-18 10:32:26.008 - INFO - 跳过样本|Skip sample: SDW126A (输出文件已存在|output file exists: output/01_kmer_counts/SDW126A_k31.bin, 8194.68M)
2026-01-18 10:32:26.008 - INFO - 跳过样本|Skip sample: SDW128A (输出文件已存在|output file exists: output/01_kmer_counts/SDW128A_k31.bin, 9145.05M)
2026-01-18 10:32:26.009 - INFO - 跳过样本|Skip sample: SDW129A (输出文件已存在|output file exists: output/01_kmer_counts/SDW129A_k31.bin, 8137.80M)
2026-01-18 10:32:26.009 - INFO - 跳过样本|Skip sample: SDW130A (输出文件已存在|output file exists: output/01_kmer_counts/SDW130A_k31.bin, 8184.04M)
2026-01-18 10:32:26.009 - INFO - 处理批次|Processing batch 4/46: 4 个样本|samples
2026-01-18 10:32:26.009 - INFO - 跳过样本|Skip sample: SDW176A (输出文件已存在|output file exists: output/01_kmer_counts/SDW176A_k31.bin, 8888.28M)
2026-01-18 10:32:26.009 - INFO - 跳过样本|Skip sample: SDW175A (输出文件已存在|output file exists: output/01_kmer_counts/SDW175A_k31.bin, 8372.27M)
2026-01-18 10:32:26.009 - INFO - 跳过样本|Skip sample: SDW181A (输出文件已存在|output file exists: output/01_kmer_counts/SDW181A_k31.bin, 8229.43M)
2026-01-18 10:32:26.010 - INFO - 跳过样本|Skip sample: SDW178A (输出文件已存在|output file exists: output/01_kmer_counts/SDW178A_k31.bin, 9920.72M)
2026-01-18 10:32:26.010 - INFO - 处理批次|Processing batch 5/46: 4 个样本|samples
2026-01-18 10:32:26.010 - INFO - 跳过样本|Skip sample: GDW120A (输出文件已存在|output file exists: output/01_kmer_counts/GDW120A_k31.bin, 17893.43M)
2026-01-18 10:32:26.010 - INFO - 跳过样本|Skip sample: SDW082A (输出文件已存在|output file exists: output/01_kmer_counts/SDW082A_k31.bin, 9447.52M)
2026-01-18 10:32:26.013 - INFO - 跳过样本|Skip sample: SDW072A (输出文件已存在|output file exists: output/01_kmer_counts/SDW072A_k31.bin, 15268.51M)
2026-01-18 10:32:26.013 - INFO - 跳过样本|Skip sample: SDW057A (输出文件已存在|output file exists: output/01_kmer_counts/SDW057A_k31.bin, 16188.17M)
2026-01-18 10:32:26.013 - INFO - 处理批次|Processing batch 6/46: 4 个样本|samples
2026-01-18 10:32:26.013 - INFO - 跳过样本|Skip sample: SDW074A (输出文件已存在|output file exists: output/01_kmer_counts/SDW074A_k31.bin, 9533.57M)
2026-01-18 10:32:26.013 - INFO - 跳过样本|Skip sample: SDW048A (输出文件已存在|output file exists: output/01_kmer_counts/SDW048A_k31.bin, 17116.80M)
2026-01-18 10:32:26.013 - INFO - 跳过样本|Skip sample: SDW095A (输出文件已存在|output file exists: output/01_kmer_counts/SDW095A_k31.bin, 8475.22M)
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW85A (输出文件已存在|output file exists: output/01_kmer_counts/SDW85A_k31.bin, 8761.71M)
2026-01-18 10:32:26.014 - INFO - 处理批次|Processing batch 7/46: 4 个样本|samples
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW043A (输出文件已存在|output file exists: output/01_kmer_counts/SDW043A_k31.bin, 15681.72M)
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW089A (输出文件已存在|output file exists: output/01_kmer_counts/SDW089A_k31.bin, 10026.40M)
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW084A (输出文件已存在|output file exists: output/01_kmer_counts/SDW084A_k31.bin, 8087.24M)
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW164A (输出文件已存在|output file exists: output/01_kmer_counts/SDW164A_k31.bin, 8579.07M)
2026-01-18 10:32:26.014 - INFO - 处理批次|Processing batch 8/46: 4 个样本|samples
2026-01-18 10:32:26.014 - INFO - 跳过样本|Skip sample: SDW192A (输出文件已存在|output file exists: output/01_kmer_counts/SDW192A_k31.bin, 8261.73M)
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW193A (输出文件已存在|output file exists: output/01_kmer_counts/SDW193A_k31.bin, 8752.79M)
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW194A (输出文件已存在|output file exists: output/01_kmer_counts/SDW194A_k31.bin, 9690.31M)
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW152A (输出文件已存在|output file exists: output/01_kmer_counts/SDW152A_k31.bin, 8410.73M)
2026-01-18 10:32:26.015 - INFO - 处理批次|Processing batch 9/46: 4 个样本|samples
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW188A (输出文件已存在|output file exists: output/01_kmer_counts/SDW188A_k31.bin, 8829.22M)
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW179A (输出文件已存在|output file exists: output/01_kmer_counts/SDW179A_k31.bin, 10641.81M)
2026-01-18 10:32:26.015 - INFO - 跳过样本|Skip sample: SDW162-1A (输出文件已存在|output file exists: output/01_kmer_counts/SDW162-1A_k31.bin, 8803.30M)
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW023A (输出文件已存在|output file exists: output/01_kmer_counts/SDW023A_k31.bin, 16692.64M)
2026-01-18 10:32:26.016 - INFO - 处理批次|Processing batch 10/46: 4 个样本|samples
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW016A (输出文件已存在|output file exists: output/01_kmer_counts/SDW016A_k31.bin, 18411.14M)
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW038A (输出文件已存在|output file exists: output/01_kmer_counts/SDW038A_k31.bin, 16580.16M)
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: GDW111A (输出文件已存在|output file exists: output/01_kmer_counts/GDW111A_k31.bin, 17547.39M)
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW017A (输出文件已存在|output file exists: output/01_kmer_counts/SDW017A_k31.bin, 17899.29M)
2026-01-18 10:32:26.016 - INFO - 处理批次|Processing batch 11/46: 4 个样本|samples
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW170A (输出文件已存在|output file exists: output/01_kmer_counts/SDW170A_k31.bin, 8864.61M)
2026-01-18 10:32:26.016 - INFO - 跳过样本|Skip sample: SDW171A (输出文件已存在|output file exists: output/01_kmer_counts/SDW171A_k31.bin, 8985.57M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW008A (输出文件已存在|output file exists: output/01_kmer_counts/SDW008A_k31.bin, 17011.93M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW109A (输出文件已存在|output file exists: output/01_kmer_counts/SDW109A_k31.bin, 8344.61M)
2026-01-18 10:32:26.017 - INFO - 处理批次|Processing batch 12/46: 4 个样本|samples
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW116A (输出文件已存在|output file exists: output/01_kmer_counts/SDW116A_k31.bin, 9413.33M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW107A (输出文件已存在|output file exists: output/01_kmer_counts/SDW107A_k31.bin, 8154.27M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW099A (输出文件已存在|output file exists: output/01_kmer_counts/SDW099A_k31.bin, 9687.90M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW097-1A (输出文件已存在|output file exists: output/01_kmer_counts/SDW097-1A_k31.bin, 8599.65M)
2026-01-18 10:32:26.017 - INFO - 处理批次|Processing batch 13/46: 4 个样本|samples
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW097-2A (输出文件已存在|output file exists: output/01_kmer_counts/SDW097-2A_k31.bin, 8495.46M)
2026-01-18 10:32:26.017 - INFO - 跳过样本|Skip sample: SDW022A (输出文件已存在|output file exists: output/01_kmer_counts/SDW022A_k31.bin, 15520.46M)
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW114A (输出文件已存在|output file exists: output/01_kmer_counts/SDW114A_k31.bin, 9350.42M)
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW110A (输出文件已存在|output file exists: output/01_kmer_counts/SDW110A_k31.bin, 8268.12M)
2026-01-18 10:32:26.018 - INFO - 处理批次|Processing batch 14/46: 4 个样本|samples
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW111A (输出文件已存在|output file exists: output/01_kmer_counts/SDW111A_k31.bin, 8931.12M)
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW003A (输出文件已存在|output file exists: output/01_kmer_counts/SDW003A_k31.bin, 16173.81M)
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW034A (输出文件已存在|output file exists: output/01_kmer_counts/SDW034A_k31.bin, 16596.81M)
2026-01-18 10:32:26.018 - INFO - 跳过样本|Skip sample: SDW096A (输出文件已存在|output file exists: output/01_kmer_counts/SDW096A_k31.bin, 8484.25M)
2026-01-18 10:32:26.019 - INFO - 处理批次|Processing batch 15/46: 4 个样本|samples
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW054A (输出文件已存在|output file exists: output/01_kmer_counts/SDW054A_k31.bin, 14151.77M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW056A (输出文件已存在|output file exists: output/01_kmer_counts/SDW056A_k31.bin, 15565.84M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW053A (输出文件已存在|output file exists: output/01_kmer_counts/SDW053A_k31.bin, 15931.42M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW055A (输出文件已存在|output file exists: output/01_kmer_counts/SDW055A_k31.bin, 16987.09M)
2026-01-18 10:32:26.019 - INFO - 处理批次|Processing batch 16/46: 4 个样本|samples
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW007A (输出文件已存在|output file exists: output/01_kmer_counts/SDW007A_k31.bin, 17040.31M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW030A (输出文件已存在|output file exists: output/01_kmer_counts/SDW030A_k31.bin, 13785.66M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW018A (输出文件已存在|output file exists: output/01_kmer_counts/SDW018A_k31.bin, 16839.86M)
2026-01-18 10:32:26.019 - INFO - 跳过样本|Skip sample: SDW032A (输出文件已存在|output file exists: output/01_kmer_counts/SDW032A_k31.bin, 14898.67M)
2026-01-18 10:32:26.019 - INFO - 处理批次|Processing batch 17/46: 4 个样本|samples
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: SDW031A (输出文件已存在|output file exists: output/01_kmer_counts/SDW031A_k31.bin, 15501.83M)
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: SDW25A (输出文件已存在|output file exists: output/01_kmer_counts/SDW25A_k31.bin, 15324.25M)
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: SDW019A (输出文件已存在|output file exists: output/01_kmer_counts/SDW019A_k31.bin, 16805.28M)
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: SDW26A (输出文件已存在|output file exists: output/01_kmer_counts/SDW26A_k31.bin, 14729.51M)
2026-01-18 10:32:26.020 - INFO - 处理批次|Processing batch 18/46: 4 个样本|samples
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: GDW105A (输出文件已存在|output file exists: output/01_kmer_counts/GDW105A_k31.bin, 9236.29M)
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: SDW062A (输出文件已存在|output file exists: output/01_kmer_counts/SDW062A_k31.bin, 14575.83M)
2026-01-18 10:32:26.020 - INFO - 跳过样本|Skip sample: WJ98A (输出文件已存在|output file exists: output/01_kmer_counts/WJ98A_k31.bin, 15572.58M)
2026-01-18 10:32:26.021 - INFO - 跳过样本|Skip sample: GDW65A (输出文件已存在|output file exists: output/01_kmer_counts/GDW65A_k31.bin, 18413.23M)
2026-01-18 10:32:26.021 - INFO - 处理批次|Processing batch 19/46: 4 个样本|samples
2026-01-18 10:32:26.021 - INFO - 跳过样本|Skip sample: GDW069-1A (输出文件已存在|output file exists: output/01_kmer_counts/GDW069-1A_k31.bin, 8913.66M)
2026-01-18 10:32:26.021 - INFO - 跳过样本|Skip sample: GDW69-2A (输出文件已存在|output file exists: output/01_kmer_counts/GDW69-2A_k31.bin, 17444.82M)
2026-01-18 10:32:26.021 - INFO - 跳过样本|Skip sample: GDW44-2A (输出文件已存在|output file exists: output/01_kmer_counts/GDW44-2A_k31.bin, 20006.32M)
2026-01-18 10:32:26.021 - INFO - 跳过样本|Skip sample: GDW089A (输出文件已存在|output file exists: output/01_kmer_counts/GDW089A_k31.bin, 18512.65M)
2026-01-18 10:32:26.022 - INFO - 处理批次|Processing batch 20/46: 4 个样本|samples
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW98A (输出文件已存在|output file exists: output/01_kmer_counts/GDW98A_k31.bin, 18579.38M)
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW004A (输出文件已存在|output file exists: output/01_kmer_counts/GDW004A_k31.bin, 20863.69M)
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW061A (输出文件已存在|output file exists: output/01_kmer_counts/GDW061A_k31.bin, 20179.28M)
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW95A (输出文件已存在|output file exists: output/01_kmer_counts/GDW95A_k31.bin, 17606.09M)
2026-01-18 10:32:26.022 - INFO - 处理批次|Processing batch 21/46: 4 个样本|samples
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW018A (输出文件已存在|output file exists: output/01_kmer_counts/GDW018A_k31.bin, 21425.40M)
2026-01-18 10:32:26.022 - INFO - 跳过样本|Skip sample: GDW47A (输出文件已存在|output file exists: output/01_kmer_counts/GDW47A_k31.bin, 17228.83M)
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW68A (输出文件已存在|output file exists: output/01_kmer_counts/GDW68A_k31.bin, 18772.30M)
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW007A (输出文件已存在|output file exists: output/01_kmer_counts/GDW007A_k31.bin, 18940.58M)
2026-01-18 10:32:26.023 - INFO - 处理批次|Processing batch 22/46: 4 个样本|samples
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW008A (输出文件已存在|output file exists: output/01_kmer_counts/GDW008A_k31.bin, 21328.01M)
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW040A (输出文件已存在|output file exists: output/01_kmer_counts/GDW040A_k31.bin, 20347.38M)
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW21A (输出文件已存在|output file exists: output/01_kmer_counts/GDW21A_k31.bin, 22092.25M)
2026-01-18 10:32:26.023 - INFO - 跳过样本|Skip sample: GDW011A (输出文件已存在|output file exists: output/01_kmer_counts/GDW011A_k31.bin, 20782.78M)
2026-01-18 10:32:26.023 - INFO - 处理批次|Processing batch 23/46: 4 个样本|samples
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: GDW055A (输出文件已存在|output file exists: output/01_kmer_counts/GDW055A_k31.bin, 19433.82M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: GDW075A (输出文件已存在|output file exists: output/01_kmer_counts/GDW075A_k31.bin, 16986.14M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: GDW078A (输出文件已存在|output file exists: output/01_kmer_counts/GDW078A_k31.bin, 18573.81M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: SDW125A (输出文件已存在|output file exists: output/01_kmer_counts/SDW125A_k31.bin, 8095.31M)
2026-01-18 10:32:26.024 - INFO - 处理批次|Processing batch 24/46: 4 个样本|samples
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: SDW155A (输出文件已存在|output file exists: output/01_kmer_counts/SDW155A_k31.bin, 9305.09M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: SDW160A (输出文件已存在|output file exists: output/01_kmer_counts/SDW160A_k31.bin, 9852.30M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: SDW190A (输出文件已存在|output file exists: output/01_kmer_counts/SDW190A_k31.bin, 8588.57M)
2026-01-18 10:32:26.024 - INFO - 跳过样本|Skip sample: GDW048A (输出文件已存在|output file exists: output/01_kmer_counts/GDW048A_k31.bin, 19450.13M)
2026-01-18 10:32:26.024 - INFO - 处理批次|Processing batch 25/46: 4 个样本|samples
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW022A (输出文件已存在|output file exists: output/01_kmer_counts/GDW022A_k31.bin, 19869.71M)
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW052A (输出文件已存在|output file exists: output/01_kmer_counts/GDW052A_k31.bin, 18798.19M)
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW049A (输出文件已存在|output file exists: output/01_kmer_counts/GDW049A_k31.bin, 19642.66M)
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW41A (输出文件已存在|output file exists: output/01_kmer_counts/GDW41A_k31.bin, 20149.61M)
2026-01-18 10:32:26.025 - INFO - 处理批次|Processing batch 26/46: 4 个样本|samples
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW030A (输出文件已存在|output file exists: output/01_kmer_counts/GDW030A_k31.bin, 19458.08M)
2026-01-18 10:32:26.025 - INFO - 跳过样本|Skip sample: GDW13A (输出文件已存在|output file exists: output/01_kmer_counts/GDW13A_k31.bin, 19628.67M)
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: SDW121A (输出文件已存在|output file exists: output/01_kmer_counts/SDW121A_k31.bin, 8080.06M)
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: SDW120A (输出文件已存在|output file exists: output/01_kmer_counts/SDW120A_k31.bin, 8140.59M)
2026-01-18 10:32:26.026 - INFO - 处理批次|Processing batch 27/46: 4 个样本|samples
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: GDW27A (输出文件已存在|output file exists: output/01_kmer_counts/GDW27A_k31.bin, 8372.80M)
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: GDW074A (输出文件已存在|output file exists: output/01_kmer_counts/GDW074A_k31.bin, 15398.89M)
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: GDW38A (输出文件已存在|output file exists: output/01_kmer_counts/GDW38A_k31.bin, 20381.97M)
2026-01-18 10:32:26.026 - INFO - 跳过样本|Skip sample: GDW020A (输出文件已存在|output file exists: output/01_kmer_counts/GDW020A_k31.bin, 20470.21M)
2026-01-18 10:32:26.026 - INFO - 处理批次|Processing batch 28/46: 4 个样本|samples
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW032A (输出文件已存在|output file exists: output/01_kmer_counts/GDW032A_k31.bin, 19507.37M)
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW023A (输出文件已存在|output file exists: output/01_kmer_counts/GDW023A_k31.bin, 19674.42M)
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW057A (输出文件已存在|output file exists: output/01_kmer_counts/GDW057A_k31.bin, 21299.86M)
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW067A (输出文件已存在|output file exists: output/01_kmer_counts/GDW067A_k31.bin, 21461.34M)
2026-01-18 10:32:26.027 - INFO - 处理批次|Processing batch 29/46: 4 个样本|samples
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW31A (输出文件已存在|output file exists: output/01_kmer_counts/GDW31A_k31.bin, 18686.16M)
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: GDW91A (输出文件已存在|output file exists: output/01_kmer_counts/GDW91A_k31.bin, 15724.85M)
2026-01-18 10:32:26.027 - INFO - 跳过样本|Skip sample: WK027A (输出文件已存在|output file exists: output/01_kmer_counts/WK027A_k31.bin, 19966.64M)
2026-01-18 10:32:26.028 - INFO - 跳过样本|Skip sample: WJ65A (输出文件已存在|output file exists: output/01_kmer_counts/WJ65A_k31.bin, 17206.64M)
2026-01-18 10:32:26.028 - INFO - 处理批次|Processing batch 30/46: 4 个样本|samples
2026-01-18 10:32:26.028 - INFO - 跳过样本|Skip sample: WJ23A (输出文件已存在|output file exists: output/01_kmer_counts/WJ23A_k31.bin, 21223.04M)
2026-01-18 10:32:26.028 - INFO - 跳过样本|Skip sample: WJ5A (输出文件已存在|output file exists: output/01_kmer_counts/WJ5A_k31.bin, 21444.66M)
2026-01-18 10:32:26.028 - INFO - 跳过样本|Skip sample: WJ44A (输出文件已存在|output file exists: output/01_kmer_counts/WJ44A_k31.bin, 17719.91M)
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ31A (输出文件已存在|output file exists: output/01_kmer_counts/WJ31A_k31.bin, 21717.85M)
2026-01-18 10:32:26.029 - INFO - 处理批次|Processing batch 31/46: 4 个样本|samples
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ28A (输出文件已存在|output file exists: output/01_kmer_counts/WJ28A_k31.bin, 21100.32M)
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: SDW064A (输出文件已存在|output file exists: output/01_kmer_counts/SDW064A_k31.bin, 17579.98M)
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ9A (输出文件已存在|output file exists: output/01_kmer_counts/WJ9A_k31.bin, 21609.71M)
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ110A (输出文件已存在|output file exists: output/01_kmer_counts/WJ110A_k31.bin, 19525.41M)
2026-01-18 10:32:26.029 - INFO - 处理批次|Processing batch 32/46: 4 个样本|samples
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ11-1A (输出文件已存在|output file exists: output/01_kmer_counts/WJ11-1A_k31.bin, 20447.43M)
2026-01-18 10:32:26.029 - INFO - 跳过样本|Skip sample: WJ32A (输出文件已存在|output file exists: output/01_kmer_counts/WJ32A_k31.bin, 21908.14M)
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ36A (输出文件已存在|output file exists: output/01_kmer_counts/WJ36A_k31.bin, 21407.83M)
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ84A (输出文件已存在|output file exists: output/01_kmer_counts/WJ84A_k31.bin, 18575.80M)
2026-01-18 10:32:26.030 - INFO - 处理批次|Processing batch 33/46: 4 个样本|samples
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ19A (输出文件已存在|output file exists: output/01_kmer_counts/WJ19A_k31.bin, 20715.10M)
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ88A (输出文件已存在|output file exists: output/01_kmer_counts/WJ88A_k31.bin, 18431.00M)
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ33A (输出文件已存在|output file exists: output/01_kmer_counts/WJ33A_k31.bin, 22547.09M)
2026-01-18 10:32:26.030 - INFO - 跳过样本|Skip sample: WJ78A (输出文件已存在|output file exists: output/01_kmer_counts/WJ78A_k31.bin, 18837.50M)
2026-01-18 10:32:26.030 - INFO - 处理批次|Processing batch 34/46: 4 个样本|samples
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ56A (输出文件已存在|output file exists: output/01_kmer_counts/WJ56A_k31.bin, 18830.74M)
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ92-2A (输出文件已存在|output file exists: output/01_kmer_counts/WJ92-2A_k31.bin, 19120.26M)
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ46A (输出文件已存在|output file exists: output/01_kmer_counts/WJ46A_k31.bin, 18798.26M)
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ66A (输出文件已存在|output file exists: output/01_kmer_counts/WJ66A_k31.bin, 19448.82M)
2026-01-18 10:32:26.031 - INFO - 处理批次|Processing batch 35/46: 4 个样本|samples
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ100A (输出文件已存在|output file exists: output/01_kmer_counts/WJ100A_k31.bin, 18626.87M)
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ52A (输出文件已存在|output file exists: output/01_kmer_counts/WJ52A_k31.bin, 19409.39M)
2026-01-18 10:32:26.031 - INFO - 跳过样本|Skip sample: WJ49A (输出文件已存在|output file exists: output/01_kmer_counts/WJ49A_k31.bin, 19844.01M)
2026-01-18 10:32:26.032 - INFO - 跳过样本|Skip sample: WJ58A (输出文件已存在|output file exists: output/01_kmer_counts/WJ58A_k31.bin, 9262.66M)
2026-01-18 10:32:26.032 - INFO - 处理批次|Processing batch 36/46: 4 个样本|samples
2026-01-18 10:32:26.032 - INFO - 跳过样本|Skip sample: WK085-1A (输出文件已存在|output file exists: output/01_kmer_counts/WK085-1A_k31.bin, 19887.18M)
